0,0,1
0,0.00392157,0.998039
0,0.00784314,0.996078
0,0.0117647,0.994118
0,0.0156863,0.992157
0,0.0196078,0.990196
0,0.0235294,0.988235
0,0.027451,0.986275
0,0.0313725,0.984314
0,0.0352941,0.982353
0,0.0392157,0.980392
0,0.0431373,0.978431
0,0.0470588,0.976471
0,0.0509804,0.97451
0,0.054902,0.972549
0,0.0588235,0.970588
0,0.0627451,0.968627
0,0.0666667,0.966667
0,0.0705882,0.964706
0,0.0745098,0.962745
0,0.0784314,0.960784
0,0.0823529,0.958824
0,0.0862745,0.956863
0,0.0901961,0.954902
0,0.0941176,0.952941
0,0.0980392,0.95098
0,0.101961,0.94902
0,0.105882,0.947059
0,0.109804,0.945098
0,0.113725,0.943137
0,0.117647,0.941176
0,0.121569,0.939216
0,0.12549,0.937255
0,0.129412,0.935294
0,0.133333,0.933333
0,0.137255,0.931373
0,0.141176,0.929412
0,0.145098,0.927451
0,0.14902,0.92549
0,0.152941,0.923529
0,0.156863,0.921569
0,0.160784,0.919608
0,0.164706,0.917647
0,0.168627,0.915686
0,0.172549,0.913725
0,0.176471,0.911765
0,0.180392,0.909804
0,0.184314,0.907843
0,0.188235,0.905882
0,0.192157,0.903922
0,0.196078,0.901961
0,0.2,0.9
0,0.203922,0.898039
0,0.207843,0.896078
0,0.211765,0.894118
0,0.215686,0.892157
0,0.219608,0.890196
0,0.223529,0.888235
0,0.227451,0.886275
0,0.231373,0.884314
0,0.235294,0.882353
0,0.239216,0.880392
0,0.243137,0.878431
0,0.247059,0.876471
0,0.25098,0.87451
0,0.254902,0.872549
0,0.258824,0.870588
0,0.262745,0.868627
0,0.266667,0.866667
0,0.270588,0.864706
0,0.27451,0.862745
0,0.278431,0.860784
0,0.282353,0.858824
0,0.286275,0.856863
0,0.290196,0.854902
0,0.294118,0.852941
0,0.298039,0.85098
0,0.301961,0.84902
0,0.305882,0.847059
0,0.309804,0.845098
0,0.313725,0.843137
0,0.317647,0.841176
0,0.321569,0.839216
0,0.32549,0.837255
0,0.329412,0.835294
0,0.333333,0.833333
0,0.337255,0.831373
0,0.341176,0.829412
0,0.345098,0.827451
0,0.34902,0.82549
0,0.352941,0.823529
0,0.356863,0.821569
0,0.360784,0.819608
0,0.364706,0.817647
0,0.368627,0.815686
0,0.372549,0.813725
0,0.376471,0.811765
0,0.380392,0.809804
0,0.384314,0.807843
0,0.388235,0.805882
0,0.392157,0.803922
0,0.396078,0.801961
0,0.4,0.8
0,0.403922,0.798039
